track_id,genre,track_name,artist_name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0Tcs9OG5IwiDaEN6gu7Dc9,lo-fi sleep,Sleeptalking,Rav,36,0.66,0.653,1,-8.84,1,0.312,0.355,7.83e-06,0.155,0.258,139.86,134571,4
0Tcy9RRWvcnqepvmVcqv05,"neo r&b, synthpop",Black Out Days - Subtronics Remix,Phantogram,60,0.473,0.974,4,-3.554,0,0.0782,0.00161,0.891,0.166,0.105,175.097,208457,4
0TfRWhRXNEcZS0zAjqZU10,nyc rap,Whoopty,CJ,0,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,123429,4
0Ti2dlF2xLjXblvdU5fCxM,punk,Miss Murder,AFI,73,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4
0Tjdbd83LEAWrA0atsXMDJ,rockabilly,Let It Be Me,The Everly Brothers,59,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,146733,4
0TkFTWEmhiRklImS14Ly3R,french tech house,Alegria - Le Daan & Tres Amici Remix,Peter Brown,0,0.806,0.64,9,-9.341,0,0.0702,0.000267,0.652,0.0387,0.547,128.021,360938,4
0TlUEzyRPsOT4HZtDN1cog,hip pop,Oh U Went (feat. Drake),Young Thug,0,0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,185333,4
0TmYlHDVP4gUTkUbl7AIsv,"worship, ccm",Springtime,Chris Renzema,60,0.399,0.334,5,-7.948,1,0.0289,0.51,0.0,0.0903,0.172,73.346,254115,4
0Tme1gffQUvjvcocQ2FHTM,drill,See Red,TaTa,65,0.661,0.877,6,-3.85,1,0.361,0.358,0.0,0.229,0.817,145.169,120047,4
0TpB98MydjvjJXcLKbZLZU,ambient guitar,Guitar Interrupt,Christian Kleine,2,0.66,0.422,4,-9.213,0,0.0369,0.807,0.909,0.119,0.038,126.612,261533,4
0TrQhEHg9Klv1lDEaGbnYf,pop rock,La La Land (feat. Nita Strauss) - Rock Version,Demi Lovato,60,0.398,0.927,6,-1.975,0,0.211,0.000152,0.0,0.0384,0.613,170.06,193910,4
0Ts2lin2ZV1MQrXR1NvGKV,deep house,Wildfire - Live,Housefires,28,0.346,0.603,2,-7.552,1,0.0409,0.472,0.0,0.102,0.364,167.762,380778,4
0TtJZfTIuiekSdU4jt1DcM,jersey club,KNOCKIN',Bandmanrill,45,0.653,0.905,0,-6.256,1,0.442,0.616,0.0,0.218,0.64,145.246,145655,4
0TvVyo6HsoypGVP1JOXOf4,rage rap,wokeuplikethis*,Playboi Carti,8,0.785,0.62,8,-6.667,1,0.254,0.0138,0.0,0.15,0.478,78.477,235535,4
0TveIB8KqaP6Ktdys7GQuF,background piano,A Place of Memories - Solo Piano version,Yoko Nanno,22,0.478,0.0524,10,-21.769,0,0.0646,0.995,0.933,0.135,0.356,128.65,159803,4
0Tvib9pAk97nJGsj3TPlB4,nyc rap,Everyday,G. Dep,0,0.514,0.837,1,-6.353,1,0.369,0.0839,0.000134,0.268,0.61,173.083,222000,4
0TxBT7586TGKgSoS4lZmW8,pop dance,Gun Guni Raat Mein,Udit Narayan,0,0.627,0.46,0,-14.981,0,0.034,0.64,0.00137,0.343,0.653,130.063,304437,4
0TxGZ3DMF6ERJ0eFvMPjRI,chill pop,Clarity,Æj,38,0.615,0.624,11,-4.505,0,0.0348,0.279,0.0,0.108,0.123,112.101,211071,4
0TxqrRU2YWvoZl2snV3yde,atl hip hop,Swag Surfin',F.L.Y. (Fast Life Yungstaz),23,0.735,0.928,11,-5.681,0,0.0406,0.0168,0.0,0.0425,0.682,144.034,255573,4
0TzACnLtCopbsE7A8cSq3O,aussietronica,"Reflex - from Le Palace, Paris",Parcels,55,0.598,0.829,9,-10.646,0,0.0354,0.51,0.429,0.179,0.336,130.02,334507,4
0TzeZppPwhEhySYaNRulr9,alt z,please,Chelsea Cutler,56,0.718,0.166,6,-15.82,0,0.0344,0.887,0.0216,0.131,0.237,97.947,219067,4
0U0ldCRmgCqhVvD6ksG63j,house,Nightcall,Kavinsky,76,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4
0U1K6LQzP4WVrSF3mE49om,italian tech house,Calypso - Alex Dolby's Riviera 90s Remix,ALEX DOLBY,0,0.483,0.823,2,-11.207,0,0.0424,0.0114,0.928,0.138,0.0389,126.986,393208,4
0U7I0dlEa9rzyTTQLZOJCn,"Acoustic Blues, Acoustic Blues",The Gravedigger's Song,Mark Lanegan,37,0.321,0.81,9,-7.412,0,0.0702,0.00717,0.0495,0.179,0.195,185.904,223107,3
0U9SWcsdC3Cid1xt2Q4UCN,hip pop,Motion,Ty Dolla $ign,0,0.701,0.853,2,-7.643,1,0.0462,0.0336,0.0,0.115,0.645,115.014,148174,4
0U9WUe53kXyIitwUWNcgKe,rock drums,Drums Of Heaven,Midnight Oil,19,0.392,0.723,9,-12.575,1,0.0307,0.00349,0.0137,0.267,0.74,152.223,330267,4
0U9rsJAyJQ842nEu0D7kSv,atl hip hop,Peaches and Cream,112,18,0.677,0.52,4,-6.255,0,0.334,0.00278,0.0,0.0532,0.768,203.862,193093,4
0UAEHlFR79k9CJvknSGUNf,"eurodance, synthpop",Pump Up The Jam - Edit,Technotronic,69,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15e-06,0.0492,0.651,124.811,215040,4
0UAF5Qf1Q46MQDduSBIhFS,baroque pop,The English Dancing Master: Grimstock,John Playford,16,0.602,0.231,7,-16.494,1,0.0464,0.778,5.33e-06,0.105,0.658,105.066,91267,4
0UBHTjm0WLwZ6szqZzP0ir,christian trap,Too Much to Lose,Lathan Warlick,25,0.887,0.831,2,-4.425,1,0.0656,0.066,0.0,0.092,0.756,130.002,164389,4
0UDrhm8Gj1MOd1mBE7DkIb,baroque pop,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 2: ""Oblivion soave"" (Arnalta)",Claudio Monteverdi,21,0.353,0.018,2,-22.82,1,0.0413,0.993,1.14e-05,0.105,0.0954,118.01,165107,3
0UEUzZ6kJBlnW0PQMXZirO,detroit trap,Trappin,BandGang Javar,9,0.729,0.406,1,-14.295,1,0.246,0.0456,0.0,0.0737,0.467,96.11,167400,4
0UGWm4ghQcxn9aKsmkrmbj,rock drums,"Like a Rolling Stone - Master Take, Drums, Organ",Bob Dylan,7,0.578,0.706,0,-12.303,1,0.0257,0.028,0.586,0.0745,0.838,96.096,387840,4
0UHB9METy4VCXNgkcGqHqS,contemporary r&b,Kiss It Better,Rihanna,77,0.619,0.806,3,-4.8,0,0.0483,0.272,0.0,0.0671,0.877,95.0,253080,4
0UHiH4dy1hXULYl8CgNxRV,sophisti-pop,Fool (If You Think It's Over),Chris Rea,50,0.722,0.412,4,-14.3,0,0.0267,0.312,2.5e-05,0.0448,0.91,105.927,284533,4
0UIlFZoYz9PobCAyzu7spv,lo-fi sleep,Tapestop,sleepsleepsleep,45,0.616,0.231,11,-16.037,1,0.246,0.838,0.921,0.0936,0.23,162.87,105366,4
0UJ1pj6L70Kwu8Iq50Hp0H,folk rock,Rockhill,Beltaine,37,0.43,0.953,9,-5.982,0,0.095,0.00157,0.5,0.132,0.9,185.828,202658,5
0UL4mdihXnFYbeqUkDdLNy,underground hip hop,Veggies,Aminé,3,0.673,0.455,0,-7.981,0,0.117,0.218,0.0,0.29,0.703,91.979,203710,4
0ULrWizD0CCrFFLfdw3lum,smooth soul,Wishing on a Star,Randy Crawford,0,0.697,0.827,1,-5.843,1,0.0402,0.0496,6.75e-05,0.124,0.759,122.993,292907,4
0UNTBB02C1aB55Fu4H63qd,crunk,One Call Away,Chingy,63,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519,276800,4
0UOMGdqvwCRGoEhXEJp78U,neo-classical,Luminous,Ludovico Einaudi,63,0.307,0.00229,1,-34.977,1,0.0519,0.992,0.931,0.098,0.281,67.775,283280,5
0UOVkCCjSHCNSJwtUYwbse,"a cappella, a cappella",Come Thou Almighty King,Keith Lancaster,20,0.27,0.227,7,-9.275,1,0.0321,0.978,0.0,0.354,0.424,95.239,83306,4
0UP1MbButHas9GpwdTcG0t,modern jungle,The Jungle Line,Monika Borzym,8,0.592,0.472,9,-12.509,1,0.0379,0.727,0.0273,0.114,0.432,147.191,235960,4
0UQDSP8cz6WmLJckO5jqUQ,gospel,I Smile,Kirk Franklin,59,0.745,0.753,1,-2.408,1,0.164,0.223,0.0,0.705,0.589,144.057,307973,4
0URPa3q5oJugBtX211C3yD,underground hip hop,WHATS POPPIN,Jack Harlow,15,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.824,145.062,139741,4
0UTlivm8TIGUslDZ0CvR5z,deep house,Mountain to Valley,Housefires,34,0.293,0.455,4,-8.322,1,0.0342,0.476,0.0,0.101,0.127,135.622,401694,3
0UV5zxRMz6AO4ZwUOZNIKI,folk-pop,Where'd All the Time Go?,Dr. Dog,79,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4
0UVxGMsa9q0WNjvzb3J0YN,viral rap,Rap de Kakashi,Doblecero,35,0.66,0.82,8,-4.458,1,0.27,0.369,0.0,0.127,0.713,79.971,246414,4
0UWG9gjVVWhCwN8mUnG48P,irish rock,Rock on Rockall,The Davitts,16,0.684,0.667,2,-6.861,1,0.026,0.587,5.91e-06,0.164,0.926,108.105,151827,4
0UXsRwQdc4ULwmiEmLq5vk,houston rap,Rappin on Pause,Peso Peso,7,0.701,0.454,9,-9.091,1,0.419,0.079,0.0,0.0984,0.497,140.006,125094,4
0UYHpM634Z5zU5g6twUB0D,"minneapolis sound, minneapolis sound",Bear the Dog,Buildings,4,0.379,0.771,7,-7.249,1,0.0481,4.23e-05,0.816,0.393,0.44,121.302,130920,4
0UZGp94QOXZC1eM77WFoQD,praise,Grateful,Ted Winn,35,0.344,0.588,1,-7.906,1,0.0714,0.429,5.17e-06,0.147,0.385,73.011,256845,4
0UbILozAPOxLQHuLlpvRWZ,Acoustic Pop,Pride (In The Name of Love) - Guitar Solo,Edy Hafler,27,0.551,0.287,11,-11.897,1,0.0415,0.931,0.887,0.0922,0.459,90.249,229561,4
0UcGdalcFYc7Y6jgODO84m,chill pop,Iniuria Palace,Baths,13,0.437,0.545,11,-12.154,0,0.0685,0.825,0.0534,0.11,0.261,89.928,260583,4
0UfmYTxWauICtXNss0B6HJ,spirituals,This Little Light of Mine,Odetta,16,0.611,0.105,2,-15.628,1,0.0776,0.972,0.00113,0.108,0.32,80.115,183827,4
0Ugd7qdmHM6ccGYzpnjno9,chicago soul,Do You Got Money?,Soulja Boy,29,0.741,0.435,1,-6.341,0,0.771,0.17,0.0,0.111,0.461,159.108,157048,3
0Ul3DjMbmU95QJTOXxpIRM,"background piano, background piano",control,Gian Marco Castro,22,0.214,0.000896,2,-32.242,0,0.0524,0.975,0.984,0.11,0.11,50.071,90750,4
0UomIqxP7ZLLtvdRavRmoG,australian hip hop,In Control,Baker Boy,0,0.82,0.907,7,-5.897,0,0.118,0.182,0.0,0.112,0.815,99.888,190933,4
0Up8k88JRodon8Z1S6z08C,contemporary r&b,Repeat After Me (Interlude),The Weeknd,3,0.555,0.607,0,-7.907,1,0.0301,0.0313,0.00018,0.101,0.145,94.945,195815,4
0UpVAz1oRqGFkTd3wN1zr3,minneapolis sound,Open Sky,Wellness,0,0.291,0.0701,5,-17.575,1,0.0529,0.995,0.884,0.103,0.0397,132.755,284308,4
0UpefeCDAHPviBa4p9TZrm,alternative hip hop,Runnin',The Pharcyde,2,0.754,0.792,10,-8.21,0,0.156,0.0343,0.00222,0.312,0.843,94.142,296267,4
0UqqcVCgJRJJsFa5kiN5bk,naija worship,Atmosphere of Worship in Jesus (Live),1Spirit & Theophilus Sunday,31,0.235,0.348,10,-11.169,1,0.0358,0.536,0.0,0.137,0.175,81.166,483096,4
0UrWr7Jnu1heq1o99ZwUd0,funk,Youth of the Nation,P.O.D.,71,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4
0UrbfcYAvSw6foK9CvErmh,lo-fi study,Fade Away,cxlt.,32,0.744,0.158,5,-9.805,0,0.0453,0.767,0.913,0.103,0.0384,120.032,164000,4
0UvTWZ0y6zybWNUraergd1,hip pop,Nostalgia,BLANCO,0,0.644,0.904,0,-3.749,1,0.0605,0.0372,0.0,0.0767,0.562,130.061,182308,4
0UwI6BXZVlJRjqrZKMmLtk,praise,I've Got the Victory - Live,Ricky Dillard & New G,36,0.677,0.947,10,-5.859,0,0.216,0.0223,0.00391,0.605,0.716,151.02,346754,4
0UyRnfQMXT0aWf7312YO93,urbano latino,Hecha Pa' Mi - Rumba Mix,Yero Company,31,0.863,0.761,2,-6.163,1,0.247,0.0718,0.0,0.158,0.952,100.098,146972,4
0UyzkgoGEIeIyb5mWjgw3g,compositional ambient,Rest Your Head (I),Kyle Preston,1,0.137,0.112,5,-23.304,1,0.042,0.765,0.946,0.11,0.0343,83.515,227172,4
0UzLWwxmh27AzrYm3NsKXA,Acoustic Blues,Cakewalk into Town,Taj Mahal,31,0.843,0.254,0,-13.455,1,0.414,0.922,0.0,0.137,0.789,110.691,152960,4
0UzymivvUH5s8z4PeWZJaK,k-pop,FEVER,ENHYPEN,77,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,172107,4
0V17saHVg2fXPWGQxNuW1t,ambient worship,No Higher Name + Your Presence,Bayside Worship,7,0.326,0.405,4,-10.577,0,0.0327,0.515,0.0,0.118,0.201,132.046,708728,4
0V38P9H4hXxVpgCb8qu1co,"lo-fi jazzhop, lo-fi jazzhop",Jazzhop,Lofi Sleep Chill & Study,15,0.722,0.902,7,-8.389,1,0.108,0.599,0.88,0.0908,0.963,170.633,45132,4
0V3nTTKA24XKCayp8igU4l,Abstract,Curls,Madvillain,63,0.533,0.724,7,-8.954,0,0.311,0.275,4.59e-06,0.118,0.504,89.862,95507,4
0V3rIm7rgTwr4FhK16AadH,uk hip hop,Table for Two,Yxng Bane,0,0.918,0.477,5,-5.09,1,0.056,0.32,1.98e-06,0.0719,0.68,99.959,154375,4
0V4uo88eJO6JgkdW4NUMZm,philly rap,Brand New Funk,DJ Jazzy Jeff & The Fresh Prince,37,0.88,0.556,1,-15.463,1,0.256,0.00353,0.0,0.0474,0.396,98.126,245293,4
0V6b88VzVDh1C5yxEgLPFN,"gospel r&b, praise",Lead Me To The Rock - Reprise,Stephen Hurd,43,0.431,0.373,8,-10.597,1,0.0397,0.8,2.92e-06,0.144,0.259,94.131,99307,3
0V7HLQ3G3KKTvsJOihW0ZN,atl hip hop,Rollout (My Business),Ludacris,8,0.922,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.06,296587,4
0V8jGgK39sLsj2yAHHPigU,experimental,Go Outside,Cults,54,0.366,0.704,2,-6.758,1,0.0326,0.122,0.939,0.345,0.495,77.473,203067,4
0V9CAG0sksJcTYXvh3xJ1S,melodic rap,Self Employed,Lil Keed,0,0.465,0.72,0,-6.307,0,0.328,0.109,0.0,0.112,0.22,83.139,171320,4
0V9J3EOkilvwyeRLBz2HeT,slap house,I Don't Trust You - Radio Version,Krasno,0,0.572,0.7,1,-10.278,1,0.0292,0.000257,0.0774,0.336,0.11,99.976,175526,4
0V9bhCXPYvI1UYZqBuEtoy,Acoustic Blues,When Will I Let Her Go,Marc Broussard,43,0.469,0.828,4,-3.305,0,0.0979,0.0704,0.0,0.115,0.566,186.001,246307,4
0VA5FzFlysCcSG1IdOkhUb,experimental,Kingdom Hearts Key (ft. redveil),JPEGMAFIA,60,0.343,0.946,6,-1.383,1,0.183,0.0722,0.0,0.321,0.357,135.647,205520,4
0VCUjtHZm8SRvKLWGzQKBf,electra,Rose's Thorn,TOKiMONSTA,47,0.54,0.859,4,-5.479,0,0.0374,0.0715,0.762,0.128,0.222,157.921,264734,4
0VE4ayVlGs5DBoqOdgJ0Zv,"rockabilly, rock-and-roll",Donna - Single Version,Ritchie Valens,60,0.472,0.225,5,-12.581,1,0.0263,0.864,0.0,0.111,0.29,100.299,150973,3
0VEyAf3Yc2ZlNflz5Wv7tm,florida rap,Crash Dummies,Seddy Hendrinx,0,0.645,0.728,1,-10.121,1,0.381,0.148,1.33e-05,0.51,0.84,83.554,160285,4
0VFfZVCFNe1I2IIChVBR5m,glam metal,Metal Gods,Judas Priest,52,0.578,0.854,6,-6.558,0,0.0296,0.0265,0.00141,0.146,0.424,101.181,238293,4
0VFi5Hn3jJQQlCTta31fn4,minneapolis sound,That Hollow Sound,Flip Rushmore,4,0.755,0.668,1,-7.839,0,0.0508,0.535,0.15,0.105,0.545,92.992,265467,4
0VFqgBLldRmfS2etT4x6Vt,lo-fi study,Luminescence,Ambulo,31,0.78,0.35,2,-11.697,1,0.109,0.857,0.934,0.108,0.683,77.994,100303,4
0VGNnnuZRtbPL8vy6hIit8,australian house,Division Symbols,Hands Like Houses,47,0.452,0.961,11,-3.085,0,0.0738,0.000443,1.15e-05,0.44,0.547,162.036,220640,4
0VHwqQ3ab3xSCISBAjVcvF,permanent wave,Crests of Waves,Coldplay,10,0.49,0.71,1,-6.039,0,0.033,0.262,0.598,0.163,0.539,120.027,219827,4
0VKZDoQ7vOW6VW61nIvmxq,"aussietronica, electra",U Don’t Know,Alison Wonderland,44,0.537,0.707,2,-5.718,0,0.033,0.000635,3.36e-06,0.131,0.187,138.055,243626,4
0VL32DjEZZiOj2dYo9a0NX,atl trap,Danny Glover,Young Thug,45,0.864,0.578,9,-11.12,1,0.0783,0.21,0.00301,0.211,0.198,117.002,197528,4
0VL55H9uIcYof7f1xEzeEP,"dutch pop, dutch pop",Claimen - Pop Version,Xerxes,8,0.733,0.598,11,-5.721,1,0.0511,0.0201,0.0,0.328,0.634,98.984,178788,4
0VLd3BXsGTXDzg5oVfpmr8,glam rock,Rock 'n' Roll with Me - 2016 Remaster,David Bowie,40,0.391,0.474,0,-13.518,1,0.0301,0.405,0.0,0.0738,0.443,76.22,242907,4
0VNe1ZE8U2baB3JKZpEBok,Abstract,WHITE CROCS (with Ryan Trey),Jordan Ward,64,0.648,0.43,1,-9.594,1,0.0356,0.617,0.000567,0.259,0.0788,92.041,147773,4
0VO8gYVDSwM1Qdd2GsMoYK,"electro house, house",Moth To A Flame (with The Weeknd),Swedish House Mafia,82,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4
0VOMBffX1llDu37yQUt3u3,hip pop,Pop Out (feat. Nardo Wick),Lil Baby,66,0.474,0.576,1,-6.963,1,0.257,0.00248,0.000309,0.174,0.285,157.947,195197,4
0VPelIhWMa2GEepOIljjw0,nyc rap,Whoopty,CJ,0,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,123429,4
0VRYmTtJe87gcfgvHNl8tp,french tech house,Sneaky Sound - Fernando Lima Remix,Da Fresh,0,0.785,0.913,3,-8.319,0,0.0999,0.262,0.908,0.0879,0.427,128.025,375387,4
0VSjrnF4T3tWZIQvQwKkhq,dutch trance,Jonson's Play (ASOT 1091),Armin van Buuren,31,0.569,0.839,5,-8.589,1,0.0523,0.000458,0.655,0.527,0.254,128.075,60000,4
0VUpkue1T9WZF2LtUqJbDY,"southern hip hop, hip hop",Hip Hop Police - Main,Chamillionaire,39,0.815,0.906,7,-5.052,1,0.206,0.056,0.0,0.39,0.707,98.037,251320,4
0VVIzcskHZtSUIbBCjZO95,baroque pop,Allegretto grazioso,Nicola Porpora,26,0.538,0.127,2,-20.589,1,0.0567,0.979,0.595,0.0649,0.826,155.969,124640,3
0VVsCECFRx2RSWyqtyTsUL,western swing,Don't Be Ashamed of Your Age,Bob Wills & His Texas Playboys,2,0.556,0.569,9,-5.851,0,0.158,0.782,0.000211,0.218,0.844,201.96,147667,4
0VXZOg8wdyQyf8HqP6GvT7,vgm instrumental,Pigstep - Instrumental,Super Piano 64,21,0.643,0.0265,4,-25.573,0,0.0356,0.994,0.92,0.0925,0.119,80.004,167250,3
0VZ6Jg7LuFGZOPgGPwra2B,florida rap,Rapper of the Year,Luh Tyler,0,0.752,0.501,1,-7.328,1,0.247,0.0511,0.0,0.122,0.363,81.982,129832,4
0VaIsQoIQY10uxBrOyZ5cQ,"pop dance, pop rap",May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights,54,0.784,0.435,8,-9.197,1,0.0647,0.464,5.27e-06,0.0913,0.865,90.033,195356,4
0VbP07SVugUNfN1fKaHYJ5,country dawn,You Can Let Go,Crystal Shawanda,38,0.391,0.408,7,-7.0,1,0.0317,0.594,0.0,0.309,0.273,69.399,214080,4
0VbYwcOK8ccCytSyiJMz6h,jazz blues,Blues In The Night,Woody Herman & His Orchestra,32,0.551,0.162,0,-12.255,1,0.0399,0.875,5.78e-06,0.528,0.456,89.306,191800,4
0VdXUUhVMmWoOZITIVBxIU,philly rap,Serious Part 1,Bahamadia,7,0.682,0.62,6,-9.384,0,0.332,0.135,0.0443,0.0674,0.773,101.207,230293,4
0VdmC6oofhfbUeqbGQWYXH,compositional ambient,Blurry Morning Glance,Zero Bedroom Apartment,31,0.365,0.232,7,-21.894,1,0.0342,0.639,0.981,0.11,0.231,119.96,152832,4
0Ve39xlLUEwJlxEpKR117l,vocal jazz,It Could Happen to You,Chet Baker,43,0.432,0.204,7,-14.342,1,0.0322,0.925,0.0,0.103,0.227,107.317,173160,5
0VffaI2jwQknRrxpECYHsF,electro house,Greyhound,Swedish House Mafia,64,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,410097,4
0VgfLOKCpBsBWsosjfWv9R,japanese piano,Hicari,Akira Kosemura,32,0.434,0.0146,0,-29.925,1,0.0364,0.951,0.23,0.134,0.131,128.502,124000,4
0VgvQLgf6UyWQEwTCMXJqN,nyc rap,Whoopty,CJ,0,0.711,0.598,3,-7.621,0,0.182,0.19,0.0,0.15,0.737,140.175,123429,4
0Vk7tbPpA0gJaEhZN80ciu,"chill pop, chill pop",Sheep Walk,BROCKBEATS,28,0.388,0.266,6,-14.206,1,0.0616,0.959,0.936,0.0923,0.4,97.774,103758,4
0VlpgNPHWCyh8xxLcaK2fp,drill,Petty Too (feat. Future),Lil Durk,65,0.824,0.577,2,-9.443,1,0.357,0.0109,0.0,0.107,0.442,154.081,159927,4
0VpU1vbXnkocWqw4XiZqdY,bedroom pop,I Feel Good,Pink Sweat$,6,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,136058,4
0Vpswx5knuuXW8HmNK1LrT,motown,My Girl,The Temptations,57,0.589,0.551,0,-6.2,1,0.0353,0.67,1.01e-06,0.0918,0.715,104.396,161693,4
0VqI5fcx8HLCjVqZ3hPNSU,modern jungle,"Waqt Ke Jungle (From ""Do Baaraa"")",Armaan Malik,8,0.473,0.843,11,-9.832,0,0.101,0.0414,0.0223,0.337,0.219,179.913,194392,4
0VqMBJyeeRA4I6mSPO5uqZ,ccm,Holy Spirit,Francesca Battistelli,61,0.381,0.532,2,-7.842,1,0.0372,0.00318,0.0,0.098,0.1,143.774,302577,4
0VtFYRyqvjIwBHLKmtQNjs,"neo-classical, neo-classical",Walk - Phaeleh Remix,Ludovico Einaudi,27,0.567,0.162,6,-17.823,1,0.0301,0.634,0.782,0.107,0.199,139.941,308057,1
0VtoN0csfSus3uhqyAJoM7,alternative rock,Elemento,Enjambre,0,0.566,0.63,9,-6.997,0,0.0252,0.00789,0.0473,0.174,0.133,103.989,208453,4
0Vuf0KR920zWKZ8vsNpyFP,compositional ambient,Saudade (When We Are Born),Ólafur Arnalds,0,0.289,0.0253,2,-31.435,1,0.0376,0.994,0.919,0.0837,0.138,99.801,150000,4
0VulA9Y9BkpqVeyHQNMuzr,"pop rap, pop rap, gangster rap",Livin' It Up,Ja Rule,1,0.875,0.774,6,-4.087,1,0.309,0.0547,0.0,0.0414,0.606,106.027,257133,4
0VuwOyCJLj3T8F8cSyV7Yv,christian music,Vamos A Cantar,En Espíritu Y En Verdad,58,0.379,0.946,3,-4.384,1,0.113,0.117,3.7e-06,0.696,0.225,147.908,236760,4
0Vvm9TLKfnpESsImUpbsZ4,electro house,"I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir) - DubDogz, Bhaskar Remix",Oliver Heldens,42,0.659,0.762,3,-7.616,0,0.05,0.0161,2.47e-05,0.772,0.663,125.988,190952,4
0VwTeYNjcl30DyQlt3GPe0,folk-pop,Rhinestone Cowboy,Glen Campbell,67,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,194453,4
0Vwv8cZ0Wmi74rCZN5M3D3,houston rap,Pullin' Up,Rapid Ric,5,0.667,0.791,11,-9.725,0,0.309,0.0343,1.01e-05,0.323,0.839,154.136,125320,4
0Vy4RpstvZ5UKy0ikmIkRI,australian hip hop,Fancy,Iggy Azalea,0,0.912,0.701,8,-4.154,1,0.0744,0.108,0.0,0.0415,0.389,94.958,199947,4
0VyMhQvTCHkpTahLKx9DPL,pop rock,rock hudson,Kelly Clarkson,0,0.636,0.554,1,-7.608,1,0.0353,0.0117,0.0,0.116,0.101,93.025,202153,4
0VyPTaSWVccu9dGbacywiw,latin pop,Una Noche Sin Pensar,Sebastian Yatra,0,0.676,0.858,0,-2.636,1,0.0467,0.0354,0.0,0.211,0.67,139.998,161173,4
0VzaJxDU3nYScaZVapposl,compositional ambient,Richter: Vladimir's Blues,Max Richter,2,0.375,0.165,9,-21.918,1,0.0676,0.995,0.901,0.105,0.0581,114.735,78547,3
0W0euvQlhbcsTydzsD4EQk,Acoustic Blues,Death Letter Blues,Son House,40,0.803,0.288,7,-15.418,0,0.0629,0.865,0.0593,0.0833,0.865,115.685,259160,4
0W34ts6YbA4uoYOjxDx3IY,pop rock,I Don't Care - Single Version,Fall Out Boy,0,0.533,0.924,6,-3.837,0,0.058,0.0018,1.38e-05,0.339,0.518,133.977,218880,4
0W4Kpfp1w2xkY3PrV714B7,folk-pop,Ho Hey,The Lumineers,78,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133,4
0W64NfLrIsRTAFObko6uJx,drill,Leaked,Lil Tjay,69,0.51,0.619,7,-7.918,1,0.281,0.801,0.0,0.0811,0.321,97.018,220240,4
0W6mdiWOyh9w6mfW7rxXHj,conscious hip hop,LOYALTY.,Kendrick Lamar,19,0.671,0.545,9,-8.435,0,0.0526,0.0238,0.0,0.157,0.413,110.674,228310,4
0W7FFgbJ8QuVnK5VnNOLfp,drill,Invincible,Pop Smoke,0,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
0W7KIc2GSB9suYQAaMZ9rF,ccm,Nobody (feat. Matthew West),Casting Crowns,69,0.561,0.717,8,-5.72,1,0.0381,0.458,0.0,0.138,0.455,79.993,206400,4
0W8Ix0kPaRVZ9UtZh7WXs7,florida rap,Letter To The Rap Game,Icewear Vezzo,0,0.845,0.649,11,-6.927,0,0.347,0.0481,0.0,0.0926,0.291,136.727,131530,5
0W8YA8ADcKFDyOTaoK85ue,spirituals,Blessed Assurance,The Fisk Jubilee Singers,23,0.344,0.516,10,-4.677,1,0.0358,0.548,0.0,0.974,0.365,149.212,220924,3
0W8ibUIT6xe9LtWNJmyPim,worship,More Than Able (feat. Chandler Moore & Tiffany Hudson),Elevation Worship,58,0.226,0.392,8,-8.751,1,0.0353,0.474,0.0,0.131,0.218,93.394,598622,4
